,geoid,year,combined_id,total_pop,median_age,nonfamily_households,family_households,high_school_including_ged,graduate_professional_degree,some_college_and_associates_degree,housing_units,occupied_housing_units,median_structure_age,dwellings_under_4_units,dwellings_5_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,walked_to_work,commuters_by_public_transportation,commuters_by_car_truck_van,commute_under_10_mins,commute_10_29_mins,commute_30_59_mins,commute_over_60_mins,income_per_capita,gini_index,poverty,rent_over_50_percent,rent_25_to_50_percent,rent_under_25_percent,median_rent
1502,44300,2009,44300.acs,146212.0,27.4,21966.0,31280.0,26048.0,14511.0,15451.0,58982.0,53246.0,42.0,39861.0,8477.0,4103.0,3397.0,5165.0,2442.0,54793.0,,39784.0,,,23270.0,0.463,24820.0,7831.0,6346.0,5083.0,704.0
1503,17820,2009,17820.acs,627491.0,35.2,76444.0,160154.0,86314.0,53831.0,144356.0,260156.0,236598.0,35.0,208294.0,19754.0,12135.0,8883.0,13893.0,3567.0,262422.0,73194.0,170308.0,70843.0,29374.0,26977.0,0.418,68142.0,18126.0,27671.0,19047.0,688.0
1504,45300,2009,45300.acs,2747272.0,40.6,418831.0,672577.0,612729.0,164020.0,581346.0,1332036.0,1091408.0,37.0,896181.0,149760.0,71932.0,61258.0,17100.0,16695.0,1070628.0,218612.0,598535.0,408250.0,142450.0,25036.0,0.459,376732.0,92216.0,133512.0,61411.0,765.0
1505,10580,2009,10580.acs,857592.0,39.5,126206.0,210286.0,162659.0,85170.0,165892.0,383112.0,336492.0,58.0,315922.0,32648.0,8191.0,12662.0,16241.0,11958.0,369020.0,104950.0,227565.0,127314.0,30818.0,29673.0,0.434,81402.0,26485.0,36319.0,30792.0,688.0
1506,26980,2009,26980.acs,152263.0,29.5,28503.0,32262.0,20107.0,15851.0,23077.0,65176.0,60765.0,38.0,45151.0,11976.0,3350.0,524.0,6704.0,3957.0,68184.0,30735.0,49765.0,14832.0,3390.0,26572.0,0.468,24611.0,8099.0,6841.0,4403.0,621.0
1507,36740,2009,36740.acs,2082421.0,36.1,246782.0,493887.0,415265.0,115203.0,430893.0,907080.0,740669.0,29.0,638612.0,132647.0,44018.0,19636.0,9065.0,17368.0,842943.0,137246.0,439839.0,398286.0,112596.0,24246.0,0.451,274388.0,73334.0,100565.0,35463.0,824.0
1508,42540,2009,42540.acs,550274.0,42.0,84544.0,147649.0,153550.0,33065.0,100606.0,259720.0,232193.0,67.0,228668.0,11951.0,2152.0,6711.0,8376.0,1510.0,230393.0,74586.0,142779.0,54662.0,24996.0,23612.0,0.449,72720.0,14456.0,22511.0,20680.0,479.0
1509,10740,2009,10740.acs,856216.0,35.4,117690.0,216957.0,140710.0,68431.0,178678.0,368217.0,334647.0,36.0,282599.0,28060.0,10962.0,13552.0,6345.0,6193.0,354901.0,79779.0,216284.0,118110.0,36090.0,24512.0,0.438,134489.0,23782.0,37736.0,27713.0,645.0
1510,44180,2009,44180.acs,431768.0,35.4,57952.0,114139.0,84005.0,22284.0,89371.0,188380.0,172091.0,36.0,153683.0,12477.0,5562.0,3852.0,3734.0,654.0,182359.0,,112668.0,,,21120.0,0.447,74621.0,13813.0,24408.0,13077.0,517.0
1511,12260,2009,12260.acs,539652.0,36.1,62347.0,138913.0,104988.0,30755.0,109004.0,232473.0,201260.0,37.0,169397.0,18591.0,2405.0,2717.0,4389.0,1067.0,212932.0,,124404.0,,,22244.0,0.466,91910.0,14894.0,20367.0,14833.0,508.0
1512,24020,2009,24020.acs,128774.0,42.6,18576.0,34537.0,36463.0,7877.0,25269.0,66610.0,53113.0,53.0,58076.0,2728.0,808.0,930.0,1468.0,405.0,53719.0,,28141.0,,,26140.0,0.422,15272.0,3387.0,4562.0,3566.0,624.0
1513,44140,2009,44140.acs,698903.0,39.0,101009.0,166060.0,141817.0,53878.0,123908.0,286715.0,267069.0,62.0,231888.0,28263.0,10940.0,10949.0,13275.0,6311.0,278758.0,79688.0,165384.0,95068.0,27584.0,24972.0,0.444,104484.0,23506.0,37158.0,20072.0,648.0
1514,47220,2010,47220.acs,157149.0,36.6,15430.0,34807.0,42044.0,4091.0,23872.0,55856.0,50237.0,53.0,46370.0,3478.0,1264.0,1351.0,1068.0,1161.0,55531.0,,27330.0,,,21641.0,0.446,24034.0,5944.0,5343.0,2879.0,729.0
1515,43780,2010,43780.acs,319157.0,37.5,39418.0,80099.0,71457.0,19707.0,60572.0,140757.0,119517.0,51.0,120460.0,10202.0,4463.0,2800.0,4075.0,1698.0,126186.0,,84098.0,,,21941.0,0.447,47179.0,8683.0,11591.0,7600.0,566.0
1516,26180,2010,26180.acs,955775.0,38.0,96630.0,212524.0,174397.0,68870.0,200606.0,337030.0,309154.0,44.0,215209.0,38954.0,20805.0,61676.0,24457.0,40903.0,375397.0,80184.0,209297.0,197751.0,71528.0,28629.0,0.422,84077.0,35822.0,49288.0,26847.0,1233.0
1517,26420,2010,26420.acs,5977092.0,33.1,594429.0,1427973.0,893316.0,367562.0,1056575.0,2314949.0,2022402.0,34.0,1608309.0,321251.0,101503.0,161568.0,38214.0,63492.0,2470361.0,403791.0,1239506.0,1120107.0,457798.0,26440.0,0.472,975706.0,172851.0,269665.0,185969.0,688.0
1518,17780,2010,17780.acs,230141.0,25.8,34472.0,47248.0,30750.0,17854.0,29965.0,94350.0,81720.0,33.0,64222.0,13400.0,1906.0,3418.0,4050.0,2937.0,88196.0,,62175.0,,,19570.0,0.518,64253.0,16886.0,9028.0,7384.0,612.0
1519,37340,2010,37340.acs,543573.0,45.5,76080.0,145865.0,131260.0,36079.0,128947.0,269975.0,221945.0,33.0,200534.0,29511.0,10036.0,8283.0,2722.0,1099.0,205594.0,,123291.0,,,26022.0,0.438,71515.0,12731.0,23438.0,8708.0,735.0
1520,40420,2010,40420.acs,349287.0,38.4,43172.0,86765.0,76863.0,18259.0,68828.0,145931.0,129937.0,49.0,123678.0,11742.0,2724.0,3536.0,2532.0,1756.0,137575.0,,87303.0,,,22254.0,0.44,60544.0,10227.0,11470.0,7651.0,561.0
1521,45940,2010,45940.acs,366789.0,38.1,41862.0,89638.0,66203.0,43525.0,53134.0,143178.0,131500.0,54.0,113068.0,17665.0,3479.0,8359.0,8504.0,13158.0,136243.0,39635.0,84173.0,43323.0,39404.0,34884.0,0.471,42445.0,12169.0,13285.0,9761.0,908.0
1522,46140,2010,46140.acs,939345.0,36.5,120435.0,243648.0,187346.0,46410.0,200821.0,410553.0,364083.0,41.0,323334.0,39789.0,8982.0,9085.0,4560.0,2722.0,392946.0,112988.0,240958.0,106178.0,26550.0,24194.0,0.459,143430.0,27735.0,38560.0,28853.0,541.0
1523,21700,2010,21700.acs,134794.0,36.3,22791.0,32189.0,23668.0,6499.0,35811.0,61555.0,54980.0,48.0,52669.0,3023.0,504.0,725.0,3899.0,654.0,49534.0,,33148.0,,,23202.0,0.471,23237.0,6953.0,9265.0,3567.0,721.0
1524,22220,2010,22220.acs,465780.0,33.3,54540.0,115466.0,90005.0,22123.0,77420.0,199392.0,170006.0,27.0,154461.0,24943.0,3282.0,2642.0,5400.0,1458.0,192330.0,,119306.0,,,22005.0,0.445,67941.0,13220.0,21992.0,13966.0,528.0
1525,30460,2010,30460.acs,473547.0,35.2,71114.0,119421.0,85078.0,39124.0,87466.0,210395.0,190535.0,37.0,166794.0,23581.0,7555.0,7220.0,6337.0,1978.0,210649.0,,136266.0,,,24983.0,0.461,86516.0,19831.0,24530.0,19765.0,561.0
1526,39740,2010,39740.acs,411850.0,39.5,48443.0,106886.0,106065.0,21001.0,62493.0,164861.0,155329.0,54.0,142098.0,10896.0,2041.0,4525.0,5307.0,2649.0,172864.0,42304.0,104944.0,50776.0,29610.0,25384.0,0.441,56061.0,12954.0,14126.0,9526.0,628.0
1527,46060,2010,46060.acs,982154.0,37.8,142077.0,240497.0,147952.0,80377.0,222362.0,441244.0,382574.0,35.0,317637.0,39705.0,17507.0,18807.0,9258.0,8246.0,354807.0,77746.0,218197.0,133468.0,33778.0,23747.0,0.456,169852.0,36318.0,49963.0,27656.0,648.0
1528,36100,2010,36100.acs,331290.0,47.2,43245.0,88508.0,93562.0,13338.0,73160.0,164028.0,131753.0,27.0,117799.0,8021.0,1328.0,1130.0,,,,,58641.0,,,20100.0,0.441,64257.0,7651.0,10941.0,4244.0,639.0
1529,44140,2010,44140.acs,693141.0,38.7,98496.0,171764.0,134801.0,55662.0,124706.0,288521.0,270260.0,61.0,232918.0,31273.0,9486.0,10402.0,10458.0,6283.0,274807.0,75602.0,166639.0,82051.0,34868.0,25198.0,0.452,102810.0,29148.0,32673.0,20830.0,685.0
1530,14260,2010,14260.acs,619694.0,34.5,70467.0,154540.0,100708.0,35760.0,137157.0,246324.0,225007.0,27.0,207956.0,8785.0,4563.0,9476.0,5712.0,1458.0,235676.0,66007.0,142618.0,73687.0,18942.0,22830.0,0.444,98317.0,17737.0,27684.0,14953.0,640.0
1531,10380,2010,10380.acs,305988.0,38.5,27095.0,81161.0,,,,143248.0,108256.0,38.0,134979.0,6377.0,1046.0,810.0,,,,,31851.0,,,7868.0,0.532,163140.0,6171.0,4942.0,3823.0,292.0
1532,45820,2010,45820.acs,236290.0,38.7,33072.0,61877.0,52972.0,15579.0,47232.0,103546.0,94949.0,48.0,84049.0,7877.0,3943.0,3135.0,3254.0,1075.0,99260.0,,64739.0,,,23907.0,0.441,38201.0,7283.0,11000.0,7912.0,496.0
1533,38340,2010,38340.acs,131144.0,44.6,22828.0,33689.0,31448.0,11664.0,25361.0,68502.0,56517.0,66.0,58811.0,5300.0,1351.0,1400.0,,,,,30287.0,,,27106.0,0.473,15174.0,4548.0,7158.0,3418.0,618.0
1534,11100,2010,11100.acs,251915.0,34.3,32421.0,61866.0,39966.0,12001.0,53647.0,103039.0,94287.0,45.0,80387.0,7816.0,1834.0,4208.0,2149.0,247.0,112473.0,,70910.0,,,23112.0,0.441,40012.0,6547.0,11341.0,8848.0,551.0
1535,24300,2010,24300.acs,146313.0,37.2,21172.0,36139.0,28824.0,8613.0,34468.0,62707.0,57311.0,36.0,50989.0,2805.0,1080.0,2080.0,,,,,38526.0,,,25117.0,0.468,23249.0,4128.0,5871.0,3041.0,712.0
1536,37860,2010,37860.acs,450009.0,38.3,56625.0,109020.0,81709.0,26956.0,104377.0,201613.0,165645.0,34.0,156288.0,12921.0,4396.0,10095.0,4969.0,815.0,164478.0,,101054.0,,,22558.0,0.447,72610.0,13068.0,18897.0,6764.0,632.0
1537,41620,2010,41620.acs,1128988.0,30.9,105113.0,264641.0,166931.0,66813.0,237330.0,412145.0,369754.0,38.0,323379.0,41116.0,23365.0,15245.0,11849.0,14950.0,465259.0,102370.0,301181.0,149342.0,38408.0,24006.0,0.427,145786.0,26440.0,46216.0,24972.0,733.0
1538,25260,2010,25260.acs,153174.0,30.7,8538.0,32280.0,24615.0,2811.0,28832.0,43900.0,40818.0,36.0,37623.0,3034.0,518.0,547.0,1039.0,1072.0,50800.0,,33154.0,,,17129.0,0.437,30425.0,4667.0,7233.0,3605.0,692.0
1539,11700,2010,11700.acs,422752.0,42.9,66843.0,114396.0,84185.0,29088.0,98583.0,213900.0,181239.0,37.0,160197.0,11177.0,4158.0,3051.0,5080.0,1277.0,164205.0,,107216.0,,,23741.0,0.435,67436.0,12583.0,18211.0,9558.0,602.0
1540,38940,2010,38940.acs,425082.0,45.1,53673.0,111399.0,98797.0,23640.0,96824.0,215170.0,165072.0,30.0,154986.0,22662.0,8579.0,7980.0,1646.0,1017.0,147672.0,,78429.0,,,25449.0,0.49,63614.0,9887.0,15907.0,5874.0,760.0
1541,35380,2010,35380.acs,1173327.0,37.1,160888.0,290523.0,234398.0,72976.0,215255.0,538739.0,451411.0,44.0,439156.0,39839.0,17205.0,20253.0,13710.0,16741.0,465403.0,92933.0,275224.0,163025.0,86340.0,25625.0,0.483,202099.0,46128.0,54134.0,32219.0,734.0
1542,25420,2010,25420.acs,550076.0,39.7,80045.0,141622.0,136692.0,41839.0,91811.0,241035.0,221667.0,48.0,196810.0,21413.0,3305.0,7853.0,8848.0,4944.0,242834.0,74667.0,147487.0,73666.0,22278.0,27953.0,0.417,57718.0,13207.0,22181.0,17376.0,659.0
1543,14860,2010,14860.acs,918714.0,39.6,104838.0,224253.0,142689.0,118799.0,128971.0,361355.0,329091.0,56.0,291402.0,30276.0,16413.0,22003.0,11483.0,35301.0,353300.0,87540.0,204429.0,123906.0,95992.0,44024.0,0.539,84772.0,28948.0,37021.0,19299.0,1065.0
1544,22180,2010,22180.acs,367733.0,30.7,43921.0,89133.0,58215.0,17477.0,82382.0,154309.0,133054.0,32.0,115905.0,15656.0,4893.0,1311.0,5948.0,626.0,145277.0,,92241.0,,,21637.0,0.437,63579.0,10977.0,19366.0,13322.0,651.0
1545,26620,2010,26620.acs,419181.0,37.4,54501.0,106261.0,64360.0,37287.0,81463.0,182105.0,160762.0,33.0,143385.0,16418.0,4513.0,3227.0,2488.0,,178268.0,,118416.0,,,28734.0,0.469,53164.0,9858.0,15429.0,10218.0,509.0
1546,41420,2010,41420.acs,391721.0,35.5,43395.0,99719.0,67437.0,21983.0,86215.0,151392.0,143114.0,40.0,117209.0,13323.0,3680.0,4978.0,5571.0,2359.0,140805.0,,83764.0,,,21530.0,0.424,67847.0,14054.0,19314.0,12488.0,655.0
1547,13780,2010,13780.acs,251321.0,40.7,36057.0,64773.0,57663.0,17432.0,54217.0,112753.0,100830.0,62.0,92222.0,8103.0,2085.0,1983.0,3758.0,2400.0,100033.0,,67258.0,,,23513.0,0.428,35600.0,7403.0,10052.0,7516.0,531.0
1548,24580,2010,24580.acs,306730.0,37.6,42607.0,79199.0,73674.0,12636.0,61965.0,137350.0,121806.0,43.0,112153.0,12887.0,3512.0,3886.0,3910.0,1265.0,134834.0,,86874.0,,,24814.0,0.414,31586.0,7303.0,11777.0,10632.0,559.0
1549,29540,2010,29540.acs,520156.0,38.1,57364.0,136664.0,130661.0,29036.0,73144.0,203175.0,194028.0,45.0,171623.0,13762.0,3485.0,6370.0,8872.0,3358.0,215056.0,72359.0,130644.0,57642.0,27470.0,24871.0,0.424,52918.0,15500.0,21621.0,11538.0,680.0
1550,10740,2010,10740.acs,892014.0,36.5,122147.0,222653.0,144541.0,74209.0,193142.0,374674.0,344800.0,36.0,290856.0,27347.0,9557.0,12910.0,6239.0,8257.0,357453.0,69417.0,222076.0,120951.0,36164.0,25044.0,0.456,152091.0,24417.0,39336.0,26504.0,643.0
1551,38860,2010,38860.acs,513899.0,41.9,77305.0,132482.0,105616.0,43308.0,107406.0,262881.0,209787.0,44.0,218166.0,17080.0,7042.0,5547.0,10803.0,2168.0,228931.0,67529.0,125779.0,86043.0,31706.0,28992.0,0.431,51529.0,11627.0,22694.0,13678.0,754.0
1552,44060,2010,44060.acs,472147.0,36.5,66357.0,121315.0,75894.0,33340.0,122367.0,201782.0,187672.0,44.0,151696.0,19498.0,7026.0,9095.0,6932.0,5810.0,181571.0,56003.0,120567.0,47535.0,14370.0,24410.0,0.436,65675.0,17385.0,26879.0,14206.0,611.0
1553,47300,2010,47300.acs,443688.0,29.7,26752.0,102838.0,58296.0,11291.0,77104.0,141898.0,129590.0,38.0,121372.0,6066.0,1118.0,2561.0,4243.0,1599.0,150512.0,64367.0,78408.0,44749.0,16424.0,17365.0,0.451,107660.0,14559.0,19495.0,11074.0,665.0
1554,15180,2010,15180.acs,408054.0,30.6,22253.0,93326.0,57569.0,9339.0,56133.0,142168.0,115579.0,33.0,104543.0,14735.0,2719.0,3779.0,2790.0,949.0,128816.0,,86801.0,,,13450.0,0.491,145961.0,10150.0,12782.0,6860.0,471.0
1555,41500,2010,41500.acs,416682.0,32.8,34838.0,90608.0,54211.0,23047.0,71802.0,139034.0,125446.0,46.0,108214.0,17019.0,3511.0,3623.0,5852.0,2951.0,150422.0,44036.0,101728.0,42841.0,16882.0,24950.0,0.452,68397.0,16068.0,25033.0,10895.0,1075.0
1556,39140,2010,39140.acs,211061.0,49.5,33949.0,56658.0,40569.0,12134.0,65735.0,110471.0,90607.0,27.0,81265.0,2486.0,852.0,1355.0,,,,,36258.0,,,22619.0,0.441,39366.0,7795.0,10018.0,5375.0,658.0
1557,21660,2010,21660.acs,351983.0,39.1,59154.0,85769.0,58653.0,26552.0,89169.0,156175.0,144923.0,43.0,119116.0,12079.0,4090.0,6585.0,6824.0,4876.0,122868.0,43577.0,90561.0,25265.0,12744.0,22967.0,0.462,66513.0,17613.0,20987.0,8236.0,678.0
1558,26580,2010,26580.acs,287611.0,40.5,40078.0,73747.0,76141.0,12644.0,55593.0,131118.0,113825.0,47.0,101413.0,8059.0,1251.0,2091.0,,,,,62537.0,,,19564.0,0.454,60955.0,8740.0,9575.0,7953.0,427.0
1559,31180,2010,31180.acs,288462.0,30.4,40196.0,67171.0,45162.0,16411.0,51936.0,118765.0,107367.0,40.0,93223.0,8992.0,5398.0,5581.0,1821.0,1524.0,123025.0,,88707.0,,,21575.0,0.468,58798.0,13109.0,14977.0,8762.0,616.0
1560,17900,2010,17900.acs,770410.0,35.6,105738.0,187619.0,134480.0,56120.0,152917.0,331865.0,293357.0,33.0,235101.0,29832.0,10619.0,7683.0,4090.0,1842.0,315911.0,80194.0,185743.0,108965.0,28486.0,23774.0,0.452,119368.0,26325.0,30230.0,20029.0,586.0
1561,46540,2010,46540.acs,299347.0,41.3,41878.0,73978.0,68167.0,17910.0,65576.0,137575.0,115856.0,63.0,113430.0,7449.0,2331.0,3946.0,4192.0,1150.0,117142.0,,68276.0,,,22806.0,0.417,43129.0,8061.0,10999.0,9474.0,511.0
1562,31340,2010,31340.acs,251016.0,40.0,30496.0,66057.0,56594.0,11736.0,43476.0,111698.0,96553.0,41.0,88804.0,6851.0,1457.0,996.0,3015.0,1769.0,99983.0,,60286.0,,,21676.0,0.441,38901.0,6961.0,9435.0,6326.0,499.0
1563,19340,2010,19340.acs,382382.0,39.4,53253.0,101636.0,80980.0,23400.0,86574.0,167257.0,154889.0,58.0,139639.0,14464.0,3669.0,4625.0,3671.0,1600.0,164112.0,55376.0,108839.0,31029.0,10724.0,25597.0,0.448,49743.0,8235.0,16329.0,10441.0,510.0
1564,22660,2010,22660.acs,300637.0,35.5,43287.0,74525.0,36050.0,34238.0,58938.0,132776.0,117812.0,33.0,107352.0,12702.0,3817.0,3288.0,3371.0,1063.0,130938.0,,84827.0,,,28622.0,0.443,41800.0,11680.0,14622.0,7246.0,816.0
1565,17300,2010,17300.acs,274695.0,30.6,29306.0,69733.0,57394.0,10467.0,57345.0,114033.0,99039.0,32.0,92854.0,9330.0,792.0,1407.0,,,,,60250.0,,,20534.0,0.422,42342.0,5568.0,12121.0,8902.0,568.0
1566,46700,2010,46700.acs,414305.0,36.6,41076.0,99126.0,68128.0,20540.0,104966.0,152784.0,140202.0,39.0,126364.0,12902.0,2590.0,6706.0,3657.0,4395.0,162460.0,42020.0,79580.0,58958.0,45094.0,26842.0,0.405,49701.0,14707.0,21058.0,8556.0,1096.0
1567,38900,2010,38900.acs,2232496.0,36.9,308492.0,548897.0,346362.0,178355.0,513681.0,925762.0,857389.0,39.0,691306.0,96349.0,35442.0,63612.0,33479.0,62542.0,821441.0,186094.0,500216.0,356375.0,111758.0,27451.0,0.441,295632.0,81178.0,120674.0,68805.0,759.0
1568,18880,2010,18880.acs,180728.0,38.3,23858.0,46549.0,35172.0,11640.0,44354.0,92476.0,70407.0,32.0,66330.0,6369.0,4129.0,8539.0,,,,,42835.0,,,27527.0,0.441,21776.0,5525.0,8244.0,3426.0,779.0
1569,42220,2010,42220.acs,485120.0,39.8,69826.0,115885.0,66155.0,37944.0,114663.0,204595.0,185711.0,42.0,168904.0,11465.0,3823.0,8804.0,4406.0,4077.0,190060.0,54362.0,104089.0,57046.0,41900.0,29510.0,0.438,62908.0,21001.0,30464.0,10931.0,1121.0
1570,29460,2010,29460.acs,602788.0,40.1,68238.0,152835.0,146870.0,21467.0,112683.0,281278.0,221073.0,31.0,189888.0,14549.0,4183.0,6558.0,2891.0,1883.0,217202.0,44161.0,121661.0,75314.0,33388.0,20124.0,0.434,103009.0,17168.0,25165.0,10390.0,639.0
1571,22900,2010,22900.acs,299749.0,37.4,33589.0,78879.0,71268.0,12123.0,58684.0,129073.0,112468.0,39.0,106612.0,6228.0,736.0,1627.0,,549.0,,,69595.0,,,19869.0,0.452,56169.0,6797.0,8767.0,9430.0,437.0
1572,25900,2010,25900.acs,185406.0,41.4,21905.0,40679.0,42978.0,10772.0,40220.0,82471.0,62584.0,35.0,70169.0,5653.0,3288.0,2939.0,1953.0,1467.0,63818.0,,32593.0,,,22713.0,0.451,33478.0,6298.0,7798.0,4417.0,860.0
1573,17980,2010,17980.acs,292141.0,34.5,36301.0,72629.0,57148.0,14289.0,58722.0,127486.0,108930.0,41.0,97950.0,14988.0,2216.0,2780.0,1489.0,819.0,108773.0,,72639.0,,,22308.0,0.508,53283.0,10878.0,17005.0,7495.0,539.0
1574,28740,2010,28740.acs,182435.0,42.0,25941.0,42640.0,36326.0,18032.0,37312.0,83643.0,68581.0,57.0,71016.0,5967.0,467.0,1170.0,4237.0,1404.0,67771.0,,38433.0,,,26701.0,0.442,20926.0,6052.0,8231.0,2570.0,803.0
1575,42060,2010,42060.acs,424712.0,33.3,49269.0,91573.0,49050.0,32321.0,82199.0,152819.0,140842.0,47.0,114069.0,19643.0,6164.0,5019.0,9581.0,7108.0,145716.0,68904.0,93859.0,35182.0,19116.0,28781.0,0.503,73741.0,20979.0,20693.0,11790.0,1183.0
1576,34380,2010,34380.acs,70334.0,25.9,11455.0,13684.0,11806.0,4186.0,10556.0,28355.0,25139.0,40.0,18678.0,4513.0,796.0,1214.0,,,,,15609.0,,,17576.0,0.497,22007.0,4711.0,2993.0,1699.0,516.0
1577,35840,2010,35840.acs,703309.0,49.4,109461.0,179987.0,174333.0,56895.0,157261.0,401323.0,289448.0,34.0,269965.0,35181.0,22434.0,22325.0,4901.0,3226.0,240100.0,56110.0,150302.0,72283.0,27642.0,26837.0,0.458,94364.0,20683.0,26854.0,13117.0,777.0
1578,39340,2010,39340.acs,529970.0,24.6,26682.0,116642.0,48220.0,26241.0,104217.0,152452.0,143324.0,27.0,129298.0,15003.0,4094.0,1655.0,10981.0,4334.0,181616.0,72375.0,111564.0,48391.0,18706.0,18964.0,0.419,75369.0,11597.0,15678.0,8972.0,707.0
1579,41980,2010,41980.acs,2476268.0,37.1,241204.0,646873.0,,,,1066555.0,888077.0,41.0,899079.0,90642.0,20297.0,55191.0,25140.0,24129.0,681752.0,106963.0,323488.0,307697.0,222188.0,11913.0,0.534,1022139.0,48816.0,52869.0,38817.0,373.0
1580,24140,2010,24140.acs,122907.0,36.7,15606.0,32153.0,24305.0,4086.0,30006.0,52980.0,47759.0,37.0,37348.0,1813.0,389.0,581.0,,,,,31594.0,,,21581.0,0.446,23680.0,3568.0,6240.0,4347.0,438.0
1581,27980,2010,27980.acs,155170.0,39.2,17377.0,34516.0,34012.0,7524.0,34891.0,70510.0,51893.0,35.0,51051.0,9134.0,4568.0,5757.0,2303.0,1096.0,61448.0,,34916.0,,,27767.0,0.441,16994.0,4485.0,8603.0,3010.0,1158.0
1582,39820,2010,39820.acs,177291.0,41.4,24756.0,43153.0,29890.0,7697.0,52809.0,77334.0,67909.0,39.0,62218.0,3620.0,820.0,2129.0,941.0,375.0,55703.0,,37746.0,,,21495.0,0.441,32467.0,7828.0,8437.0,3153.0,736.0
1583,42540,2010,42540.acs,564446.0,42.6,80544.0,144621.0,160791.0,34526.0,102004.0,258635.0,225165.0,67.0,230306.0,10524.0,2725.0,5276.0,8703.0,2926.0,229897.0,78107.0,140330.0,55975.0,25344.0,23462.0,0.454,80944.0,14654.0,24493.0,18710.0,485.0
1584,39540,2010,39540.acs,195510.0,39.1,27724.0,47084.0,45337.0,10893.0,39039.0,82209.0,74808.0,53.0,67853.0,8132.0,2211.0,3209.0,1314.0,740.0,81946.0,,43097.0,,,25555.0,0.441,27868.0,6340.0,7675.0,4863.0,599.0
1585,21140,2010,21140.acs,197646.0,35.1,19517.0,48442.0,46470.0,6933.0,32442.0,77775.0,67959.0,43.0,62014.0,7242.0,1628.0,2231.0,1308.0,532.0,78890.0,,48801.0,,,19497.0,0.429,33951.0,4522.0,6919.0,4606.0,573.0
1586,39100,2010,39100.acs,670932.0,38.3,68780.0,162781.0,123930.0,60266.0,121472.0,255783.0,231561.0,50.0,212172.0,25555.0,4349.0,6842.0,11192.0,13196.0,259209.0,66715.0,123219.0,94913.0,97858.0,29607.0,0.416,60577.0,19997.0,23446.0,15151.0,912.0
1587,28940,2010,28940.acs,699180.0,39.5,106702.0,179060.0,145603.0,52684.0,133973.0,316925.0,285762.0,38.0,247687.0,26311.0,8573.0,8911.0,4050.0,1680.0,290845.0,57846.0,182165.0,89910.0,21164.0,24654.0,0.459,94173.0,20954.0,28055.0,19257.0,545.0
1588,33700,2010,33700.acs,515358.0,32.8,39394.0,126367.0,89317.0,17060.0,98164.0,179516.0,165761.0,38.0,155313.0,7879.0,3253.0,4742.0,2503.0,1664.0,177252.0,,95167.0,,,20719.0,0.458,101335.0,22557.0,20782.0,10582.0,813.0
1589,18580,2010,18580.acs,428217.0,35.5,47095.0,107111.0,70244.0,20270.0,89938.0,183364.0,154206.0,41.0,139112.0,20483.0,4606.0,6007.0,3636.0,2990.0,163060.0,,107712.0,,,21673.0,0.459,86695.0,13338.0,22136.0,12445.0,636.0
1590,48620,2010,48620.acs,622367.0,34.9,82104.0,153873.0,109612.0,33066.0,129716.0,262918.0,235977.0,48.0,216718.0,18773.0,7439.0,6282.0,3571.0,1784.0,271108.0,,184595.0,,,23693.0,0.442,84698.0,16534.0,30237.0,17336.0,494.0
1591,36260,2010,36260.acs,551173.0,30.0,37580.0,140409.0,79559.0,29350.0,120835.0,187689.0,177989.0,33.0,161821.0,11269.0,5404.0,2967.0,3721.0,4947.0,223662.0,70193.0,134100.0,62233.0,21612.0,23403.0,0.393,55758.0,9380.0,16664.0,12594.0,686.0
1592,45060,2010,45060.acs,662757.0,38.5,94264.0,161348.0,135835.0,54349.0,125063.0,287812.0,255612.0,58.0,229241.0,26745.0,6510.0,10028.0,12717.0,4327.0,266856.0,81845.0,174923.0,69252.0,20812.0,25579.0,0.457,90620.0,20981.0,27157.0,21694.0,593.0
1593,31700,2010,31700.acs,401057.0,39.5,45704.0,106948.0,76124.0,36951.0,75041.0,166106.0,152652.0,45.0,131875.0,14853.0,11174.0,4447.0,3399.0,2722.0,183630.0,,97792.0,,,33406.0,0.411,27516.0,10455.0,17176.0,11456.0,882.0
1594,17020,2010,17020.acs,220072.0,37.2,32866.0,51763.0,35682.0,10912.0,56372.0,95867.0,84629.0,40.0,73535.0,6782.0,1103.0,2930.0,2463.0,970.0,72894.0,,43433.0,,,22263.0,0.437,43427.0,9262.0,15271.0,4885.0,764.0
1595,20700,2010,20700.acs,169896.0,40.0,15276.0,42958.0,42646.0,9219.0,29132.0,80388.0,58234.0,35.0,73534.0,2770.0,569.0,528.0,,,,,27127.0,,,23819.0,0.419,22539.0,3361.0,2381.0,1882.0,833.0
1596,24540,2010,24540.acs,254270.0,33.2,26709.0,62347.0,42191.0,12987.0,51191.0,96406.0,89056.0,30.0,78002.0,7558.0,2241.0,1633.0,2435.0,,106531.0,,54569.0,,,22920.0,0.42,37004.0,6470.0,9715.0,5236.0,638.0
1597,25180,2010,25180.acs,267239.0,39.4,31798.0,69985.0,70100.0,12952.0,48262.0,115201.0,101783.0,38.0,93664.0,8944.0,925.0,2287.0,1924.0,1224.0,109793.0,,56262.0,,,24930.0,0.43,31111.0,6042.0,12888.0,6867.0,601.0
