,year,acs_geoid,cbsa_name,epa_site,longitude,latitude
62,2017,15980,"Cape Coral-Fort Myers, FL",0005,-81.87790799999999,26.602016
63,2017,39740,"Reading, PA",0011,-75.96860000000001,40.38335
64,2017,39020,"Portsmouth, OH",0022,-82.83497299999999,38.588034
65,2017,37100,"Oxnard-Thousand Oaks-Ventura, CA",2002,-118.683685,34.276316
66,2017,35840,"North Port-Sarasota-Bradenton, FL",1005,-82.570376,27.307267999999997
67,2017,35840,"North Port-Sarasota-Bradenton, FL",0013,-82.507222,27.290556
68,2017,37100,"Oxnard-Thousand Oaks-Ventura, CA",0009,-118.80998,34.404281
69,2017,37100,"Oxnard-Thousand Oaks-Ventura, CA",3001,-119.143182,34.25239
70,2017,22180,"Fayetteville, NC",0009,-78.95311199999999,35.041416
71,2017,37100,"Oxnard-Thousand Oaks-Ventura, CA",1004,-119.231299,34.448057
72,2017,39140,"Prescott, AZ",8104,-111.683923,34.340556
73,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0110,-73.902,40.816
74,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0133,-73.87809,40.8679
75,2017,36260,"Ogden-Clearfield, UT",0004,-111.884467,40.902967
76,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0003,-74.192892,40.720988999999996
77,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0122,-73.94771,40.719609999999996
78,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0118,-73.92769,40.694539999999996
79,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0004,-74.208365,40.641439999999996
80,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0010,-73.96618,40.85355
81,2017,27540,"Jasper, IN",2001,-86.92916,38.391442999999995
82,2017,31460,"Madera, CA",0004,-120.010158,36.867125
83,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0125,-73.817694,40.739264
84,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0124,-73.82153,40.73614
85,2017,44060,"Spokane-Spokane Valley, WA",0005,-117.903425,48.544447999999996
86,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0079,-73.93432,40.7997
87,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0011,-74.429439,40.462182
88,2017,40140,"Riverside-San Bernardino-Ontario, CA",8005,-117.4924,33.996359999999996
89,2017,40140,"Riverside-San Bernardino-Ontario, CA",8001,-117.41601,33.99958
90,2017,40140,"Riverside-San Bernardino-Ontario, CA",0027,-117.61722,34.030833
91,2017,40140,"Riverside-San Bernardino-Ontario, CA",2002,-117.49201,34.10002
92,2017,40140,"Riverside-San Bernardino-Ontario, CA",9002,-116.38893,34.06957
93,2017,40140,"Riverside-San Bernardino-Ontario, CA",0306,-117.32554,34.510961
94,2017,40140,"Riverside-San Bernardino-Ontario, CA",4003,-117.14731,34.05977
95,2017,45520,"The Dalles, OR",0008,-121.184229,45.598383999999996
96,2017,36260,"Ogden-Clearfield, UT",0002,-111.97552400000001,41.206320999999996
97,2017,20060,"Douglas, GA",0002,-82.749971,31.513097
98,2017,31460,"Madera, CA",2010,-120.03420299999999,36.953255999999996
99,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",3001,-74.676301,40.787628
100,2017,36260,"Ogden-Clearfield, UT",0003,-112.018863,41.492706999999996
101,2017,40140,"Riverside-San Bernardino-Ontario, CA",9000,-116.971457,33.463643999999995
102,2017,40140,"Riverside-San Bernardino-Ontario, CA",1010,-116.088333,33.590832999999996
103,2017,27540,"Jasper, IN",0005,-87.248598,38.518935
104,2017,47240,"Vineyard Haven, MA",0001,-70.785225,41.330469
105,2017,12420,"Austin-Round Rock, TX",0014,-97.760255,30.354436
106,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",5001,-74.255544,41.058617
107,2017,44060,"Spokane-Spokane Valley, WA",0002,-117.98865,47.885279999999995
108,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0135,-73.94825,40.819759999999995
109,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0055,-74.13718999999999,40.63307
110,2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",0111,-74.19832,40.58027
111,2017,40140,"Riverside-San Bernardino-Ontario, CA",0012,-116.85840999999999,33.92086
112,2017,40140,"Riverside-San Bernardino-Ontario, CA",5001,-116.54101,33.85275
113,2017,40140,"Riverside-San Bernardino-Ontario, CA",0016,-117.072202,33.583017999999996
114,2017,40140,"Riverside-San Bernardino-Ontario, CA",1004,-115.41080000000001,33.9397
115,2017,12660,"Baraboo, WI",0007,-89.67970000000001,43.435100000000006
116,2017,11700,"Asheville, NC",0035,-82.7925,35.379166999999995
117,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",9997,-112.095767,33.503833
118,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4018,-112.08633,33.68449
119,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4003,-112.07526,33.40314
120,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",0019,-112.14256,33.483779999999996
121,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",7020,-111.855443,33.488130999999996
122,2017,22420,"Flint, MI",2001,-83.461541,43.168336
123,2017,11700,"Asheville, NC",0037,-82.50971899999999,35.481963
124,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4005,-111.93471,33.411229999999996
125,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",2001,-112.19193,33.574529999999996
126,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",1004,-112.06619,33.56031
127,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",7022,-111.805769,33.474609
128,2017,29540,"Lancaster, PA",0012,-76.11240000000001,40.043833
129,2017,29540,"Lancaster, PA",0007,-76.283333,40.046667
130,2017,37900,"Peoria, IL",1001,-89.585869,40.745504
131,2017,22420,"Flint, MI",0021,-83.670159,43.047224
132,2017,11700,"Asheville, NC",0035,-82.55888999999999,35.57222
133,2017,33980,"Morehead City, NC",9991,-76.6203,34.8848
134,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",1003,-111.86536,33.41018
135,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",2005,-111.85575,33.70639
136,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",9706,-111.67183,33.71881
137,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",3003,-111.91721,33.47968
138,2017,49420,"Yakima, WA",0009,-120.499167,46.598056
139,2017,23940,"Gillette, WY",0893,-105.469895,44.070153
140,2017,23940,"Gillette, WY",1111,-105.256646,43.535435
141,2017,23940,"Gillette, WY",0123,-105.2903,44.6522
142,2017,49420,"Yakima, WA",0015,-120.33266,46.38024
143,2017,32580,"McAllen-Edinburg-Mission, TX",0043,-98.291069,26.22621
144,2017,32580,"McAllen-Edinburg-Mission, TX",1046,-98.15206599999999,26.288622
145,2017,16620,"Charleston, WV",0020,-81.621161,38.346258
146,2017,23940,"Gillette, WY",0857,-105.375628,44.277172
147,2017,23940,"Gillette, WY",2908,-105.334521,44.126315999999996
148,2017,23940,"Gillette, WY",0003,-105.837778,44.941111
149,2017,14860,"Bridgeport-Stamford-Norwalk, CT",9003,-73.33666699999999,41.118333
150,2017,40060,"Richmond, VA",0002,-77.25925,37.34438
151,2017,42340,"Savannah, GA",0021,-81.04942,32.06848
152,2017,42340,"Savannah, GA",0091,-81.161823,32.110679
153,2017,40060,"Richmond, VA",0003,-77.2188,37.60613
154,2017,40060,"Richmond, VA",0014,-77.40026999999999,37.55652
155,2017,20420,"Durango, CO",7003,-107.870219,37.102579999999996
156,2017,20420,"Durango, CO",1004,-107.484167,37.303889999999996
157,2017,40060,"Richmond, VA",0010,-77.291816,37.289615999999995
158,2017,16300,"Cedar Rapids, IA",0040,-91.68766,41.976769999999995
159,2017,40060,"Richmond, VA",0025,-77.46925,37.59088
160,2017,14020,"Bloomington, IN",0003,-86.504762,39.159383
161,2017,25460,"Harrison, AR",9000,-93.203187,35.825893
162,2017,47300,"Visalia-Porterville, CA",2002,-119.291228,36.332179
163,2017,20020,"Dothan, AL",0004,-85.42309399999999,31.188933
164,2017,30860,"Logan, UT-ID",0001,-111.809167,42.013332999999996
165,2017,33740,"Monroe, LA",0004,-92.046196,32.509959
166,2017,33700,"Modesto, CA",0005,-120.994212,37.642165
167,2017,38340,"Pittsfield, MA",5001,-73.254108,42.448009
168,2017,33700,"Modesto, CA",0006,-120.83600799999999,37.488316999999995
169,2017,30860,"Logan, UT-ID",0007,-111.852199,41.842649
170,2017,47300,"Visalia-Porterville, CA",0009,-118.82915,36.48947
171,2017,47300,"Visalia-Porterville, CA",3000,-119.39307099999999,36.314159
172,2017,37220,"Pahrump, NV",0015,-116.007584,36.193469
173,2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1013,-78.91859,42.98844
174,2017,24580,"Green Bay, WI",0005,-87.99343999999999,44.50729
175,2017,40740,"Roswell, NM",9000,-104.404711,33.459914
176,2017,32780,"Medford, OR",1002,-122.9102,42.341986999999996
177,2017,21220,"Elko, NV",9000,-115.427015,41.892499
178,2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",1014,-78.89926,42.998129999999996
179,2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0005,-78.80952599999999,42.876906999999996
180,2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",0023,-78.76582499999999,42.921107
181,2017,13740,"Billings, MT",0066,-108.45878,45.786578999999996
182,2017,25900,"Hilo, HI",2016,-155.480183,19.2039
183,2017,25900,"Hilo, HI",2023,-155.102028,19.555443999999998
184,2017,25900,"Hilo, HI",2020,-155.778136,19.117561
185,2017,16220,"Casper, WY",0001,-106.325088,42.851064
186,2017,41100,"St. George, UT",0130,-113.15060000000001,37.1983
187,2017,25900,"Hilo, HI",1006,-155.11052999999998,19.717561999999997
188,2017,25900,"Hilo, HI",1012,-155.91341699999998,19.509778
189,2017,16220,"Casper, WY",2601,-106.23586,42.860800000000005
190,2017,41820,"Sanford, NC",0002,-79.2887,35.432500000000005
191,2017,14700,"Branson, MO",0004,-93.22200000000001,36.707727
192,2017,24060,"Glenwood Springs, CO",0002,-106.82100000000001,39.154
193,2017,24060,"Glenwood Springs, CO",0009,-107.659685,39.487755
194,2017,24060,"Glenwood Springs, CO",0023,-107.78225,39.53068
195,2017,24060,"Glenwood Springs, CO",0018,-107.230397,39.412278
196,2017,35300,"New Haven-Milford, CT",0027,-72.90287099999999,41.3014
197,2017,16700,"Charleston-North Charleston, SC",0048,-80.06501,32.980253999999995
198,2017,16700,"Charleston-North Charleston, SC",0046,-79.657187,32.941023
199,2017,16700,"Charleston-North Charleston, SC",0049,-79.958694,32.790984
200,2017,24060,"Glenwood Springs, CO",0014,-107.617,39.799
201,2017,24060,"Glenwood Springs, CO",0005,-108.053259,39.453654
202,2017,24060,"Glenwood Springs, CO",0007,-107.782298,39.531813
203,2017,24060,"Glenwood Springs, CO",0019,-108.02611,39.43806
204,2017,23420,"Fresno, CA",0011,-119.77321,36.785379999999996
205,2017,23420,"Fresno, CA",5025,-119.733,36.726389999999995
206,2017,23420,"Fresno, CA",4001,-119.503659,36.597442
207,2017,23420,"Fresno, CA",2009,-120.382331,36.634225
208,2017,27780,"Johnstown, PA",0011,-78.915,40.309722
209,2017,26620,"Huntsville, AL",0022,-86.756174,34.772726999999996
210,2017,14540,"Bowling Green, KY",0501,-86.14295299999999,37.131789999999995
211,2017,17900,"Columbia, SC",0019,-81.024141,33.991509
212,2017,28700,"Kingsport-Bristol-Bristol, TN-VA",1007,-82.521599,36.538761
213,2017,23420,"Fresno, CA",9000,-119.155557,37.220639999999996
214,2017,26620,"Huntsville, AL",0014,-86.586362,34.687761
215,2017,30300,"Lewiston, ID-WA",0014,-116.53590000000001,46.335
216,2017,23420,"Fresno, CA",2016,-119.7775,36.710833
217,2017,23420,"Fresno, CA",5001,-119.716433,36.819449
218,2017,23420,"Fresno, CA",0007,-119.741332,36.705473999999995
219,2017,26620,"Huntsville, AL",0003,-86.585003,34.728831
220,2017,17900,"Columbia, SC",0007,-80.962304,34.093959
221,2017,41700,"San Antonio-New Braunfels, TX",0059,-98.311692,29.275381
222,2017,41700,"San Antonio-New Braunfels, TX",1080,-98.332814,29.352911
223,2017,41700,"San Antonio-New Braunfels, TX",0032,-98.620166,29.515089999999997
224,2017,46340,"Tyler, TX",0007,-95.415752,32.344007999999995
225,2017,24980,"Grenada, MS",0001,-89.792778,33.834444
226,2017,18140,"Columbus, OH",0002,-83.063971,40.356694
227,2017,18140,"Columbus, OH",0037,-82.95549,39.96523
228,2017,17980,"Columbus, GA-AL",1003,-84.844732,32.539570999999995
229,2017,41700,"San Antonio-New Braunfels, TX",0053,-98.312512,29.587740999999998
230,2017,33660,"Mobile, AL",0003,-88.087761,30.770180999999997
231,2017,17980,"Columbus, GA-AL",0003,-84.999653,32.437028
232,2017,18140,"Columbus, OH",0034,-82.994424,40.002707
233,2017,18140,"Columbus, OH",0024,-82.99343999999999,39.99875
234,2017,18140,"Columbus, OH",0039,-82.980105,39.928531
235,2017,33060,"Miami, OK",9027,-94.72502399999999,36.804669
236,2017,33060,"Miami, OK",9004,-94.838889,36.922222
237,2017,23940,"Gillette, WY",0892,-105.343164,44.097074
238,2017,23940,"Gillette, WY",0897,-105.43860000000001,44.3155
239,2017,14860,"Bridgeport-Stamford-Norwalk, CT",1123,-73.443056,41.399167
240,2017,14860,"Bridgeport-Stamford-Norwalk, CT",0010,-73.194722,41.170832999999995
241,2017,22020,"Fargo, ND-MN",1004,-96.85535,46.933754
242,2017,38820,"Port Angeles, WA",0013,-124.62491,48.29786
243,2017,16740,"Charlotte-Concord-Gastonia, NC-SC",0041,-80.78568299999999,35.2401
244,2017,15580,"Butte-Silver Bow, MT",0005,-112.501247,46.002601999999996
245,2017,27980,"Kahului-Wailuku-Lahaina, HI",9001,-156.24788999999998,20.7585
246,2017,48220,"Weatherford, OK",0856,-98.68348999999999,35.56028
247,2017,38180,"Pierre, SD",0003,-100.287269,44.373785999999996
248,2017,38820,"Port Angeles, WA",0015,-124.610045,48.366057999999995
249,2017,39580,"Raleigh, NC",0014,-78.574167,35.856111
250,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0480,-93.285803,44.706123
251,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0470,-93.23724999999999,44.738459999999996
252,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0423,-93.06299,44.775529999999996
253,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0871,-93.03587,44.95939
254,2017,42220,"Santa Rosa, CA",0004,-122.818294,38.403765
255,2017,42220,"Santa Rosa, CA",0001,-123.018142,38.804266999999996
256,2017,42220,"Santa Rosa, CA",3002,-122.998181,38.501112
257,2017,17540,"Clinton, IA",0019,-90.21198199999999,41.823282999999996
258,2017,13380,"Bellingham, WA",0015,-122.44028,48.76278
259,2017,13380,"Bellingham, WA",0022,-121.065815,48.73142
260,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0962,-93.25475899999999,44.965241999999996
261,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0966,-93.26612999999999,44.97944
262,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0961,-93.25891999999999,44.87551
263,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0963,-93.25820999999999,44.95366
264,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0909,-93.276699,45.012102
265,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1909,-93.272049,45.013611
266,2017,13140,"Beaumont-Port Arthur, TX",0009,-94.071061,30.036421999999998
267,2017,40540,"Rock Springs, WY",0300,-109.788333,41.750555999999996
268,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0446,-92.77414999999999,45.02798
269,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0438,-93.00352,44.85711
270,2017,21820,"Fairbanks, AK",0034,-147.727413,64.84568999999999
271,2017,21820,"Fairbanks, AK",0010,-147.722461,64.840672
272,2017,21820,"Fairbanks, AK",0035,-147.310297,64.762973
273,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1002,-93.20761499999999,45.137679999999996
274,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0020,-93.03255,44.76323
275,2017,13140,"Beaumont-Port Arthur, TX",1083,-93.72589699999999,30.153675
276,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0868,-93.09827,44.95072
277,2017,10420,"Akron, OH",0017,-81.46895599999999,41.063525999999996
278,2017,40540,"Rock Springs, WY",0862,-109.886002,41.679308
279,2017,10420,"Akron, OH",0025,-81.516235,41.079159
280,2017,10420,"Akron, OH",0023,-81.54153199999999,41.087862
281,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2006,-93.34315,44.948049999999995
282,2017,39580,"Raleigh, NC",0002,-78.46220000000001,35.59095
283,2017,13140,"Beaumont-Port Arthur, TX",1035,-94.01087199999999,29.978925999999998
284,2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",0436,-92.9954,44.84737
285,2017,29660,"Laramie, WY",0010,-105.586,41.30283
286,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",7024,-111.83852,33.508125
287,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",0001,-111.752222,32.877583
288,2017,11700,"Asheville, NC",0036,-83.074156,35.587143999999995
289,2017,28060,"Kalispell, MT",0049,-114.189272,48.363693999999995
290,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4006,-111.72003,33.30995
291,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",9702,-111.60972,33.54558
292,2017,29660,"Laramie, WY",0006,-105.591725,41.311586
293,2017,29020,"Kokomo, IN",0004,-86.10968799999999,40.481347
294,2017,28060,"Kalispell, MT",0009,-114.336962,48.400407
295,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4010,-112.34185,33.63718
296,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",4019,-111.96799,33.396229999999996
297,2017,38060,"Phoenix-Mesa-Scottsdale, AZ",3002,-112.04659,33.457969999999996
298,2017,46060,"Tucson, AZ",1028,-110.98230000000001,32.29515
299,2017,46060,"Tucson, AZ",0005,-112.801,31.95
300,2017,29460,"Lakeland-Winter Haven, FL",6006,-81.972222,28.028889
301,2017,24540,"Greeley, CO",0008,-104.82405,40.209387
302,2017,43260,"Sheridan, WY",0006,-106.961763,44.803529999999995
303,2017,43260,"Sheridan, WY",0002,-106.955933,44.815141999999994
304,2017,46060,"Tucson, AZ",0020,-111.154544,32.414344
305,2017,46060,"Tucson, AZ",0021,-110.737116,32.174538
306,2017,24420,"Grants Pass, OR",0010,-123.681083,42.104278
307,2017,24420,"Grants Pass, OR",0114,-123.348466,42.434138999999995
308,2017,46060,"Tucson, AZ",1018,-111.06352,32.425261
309,2017,46060,"Tucson, AZ",9000,-111.21849399999999,32.248712
310,2017,46020,"Truckee-Grass Valley, CA",1001,-120.184592,39.32783
311,2017,21700,"Eureka-Arcata-Fortuna, CA",1004,-124.17949,40.776779999999995
312,2017,20580,"Eagle Pass, TX",0004,-100.451156,28.704607
313,2017,24300,"Grand Junction, CO",0017,-108.561173,39.063798
314,2017,24300,"Grand Junction, CO",0018,-108.56155,39.064288999999995
315,2017,43320,"Show Low, AZ",0119,-109.89249,34.82251
316,2017,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0007,-86.653137,36.29756
317,2017,14260,"Boise City, ID",0010,-116.347853,43.600699
318,2017,45220,"Tallahassee, FL",0012,-84.346389,30.439722
319,2017,48540,"Wheeling, WV-OH",0010,-80.700972,40.114875999999995
320,2017,19340,"Davenport-Moline-Rock Island, IA-IL",0015,-90.587611,41.530010999999995
321,2017,19340,"Davenport-Moline-Rock Island, IA-IL",0018,-90.600115,41.550005
322,2017,16860,"Chattanooga, TN-GA",0002,-85.3009,34.9788
323,2017,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0040,-86.7341,36.1424
324,2017,16860,"Chattanooga, TN-GA",4003,-85.162194,35.102638
325,2017,24300,"Grand Junction, CO",0021,-108.23,38.93
326,2017,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",2007,-87.0096,35.65188
327,2017,45220,"Tallahassee, FL",0001,-84.16111099999999,30.0925
328,2017,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",0011,-86.74472,36.205055
329,2017,48540,"Wheeling, WV-OH",1002,-80.733858,39.915960999999996
330,2017,29700,"Laredo, TX",0017,-99.502984,27.501825999999998
331,2017,13980,"Blacksburg-Christiansburg-Radford, VA",9991,-80.5578,37.3297
332,2017,46140,"Tulsa, OK",1127,-95.976537,36.204902
333,2017,46140,"Tulsa, OK",0174,-96.004975,35.953708
334,2017,46140,"Tulsa, OK",0179,-96.015845,36.15483
335,2017,17140,"Cincinnati, OH-KY-IN",0020,-84.39495199999999,39.472435999999995
336,2017,17140,"Cincinnati, OH-KY-IN",0019,-84.409617,39.479822
337,2017,29420,"Lake Havasu City-Kingman, AZ",9000,-114.069205,36.019301999999996
338,2017,25420,"Harrisburg-Carlisle, PA",1100,-76.681389,40.272222
339,2017,17140,"Cincinnati, OH-KY-IN",0040,-84.50403999999999,39.128859999999996
340,2017,21780,"Evansville, IN-KY",0014,-87.46374999999999,37.8712
341,2017,37140,"Paducah, KY-IL",0004,-88.33389,37.071509999999996
342,2017,43900,"Spartanburg, SC",0009,-82.075802,34.988706
343,2017,21780,"Evansville, IN-KY",0021,-87.57722199999999,38.013332999999996
344,2017,21780,"Evansville, IN-KY",0016,-87.53228899999999,37.974436
345,2017,24340,"Grand Rapids-Wyoming, MI",0020,-85.67133899999999,42.984173
346,2017,46140,"Tulsa, OK",0235,-95.998941,36.126945
347,2017,38540,"Pocatello, ID",0020,-112.455813,42.978248
348,2017,21780,"Evansville, IN-KY",0011,-87.32166699999999,37.954443999999995
349,2017,30020,"Lawton, OK",9000,-98.71335099999999,34.732403999999995
350,2017,30020,"Lawton, OK",0651,-98.42878999999999,34.632979999999996
351,2017,17140,"Cincinnati, OH-KY-IN",5001,-84.45397799999999,39.226729
352,2017,17140,"Cincinnati, OH-KY-IN",0047,-84.707205,39.131634999999996
353,2017,22900,"Fort Smith, AR-OK",9021,-94.524413,35.408139999999996
354,2017,21780,"Evansville, IN-KY",0022,-87.596836,37.97768
355,2017,31420,"Macon-Bibb County, GA",0007,-83.640996,32.777465
356,2017,31420,"Macon-Bibb County, GA",0012,-83.543493,32.805264
357,2017,46140,"Tulsa, OK",0175,-96.011664,36.149877
358,2017,24340,"Grand Rapids-Wyoming, MI",0005,-85.852734,42.894451
359,2017,21340,"El Paso, TX",0037,-106.50126,31.768290999999998
360,2017,21340,"El Paso, TX",0055,-106.402806,31.746775
361,2017,21340,"El Paso, TX",0057,-106.28800000000001,31.6675
362,2017,21340,"El Paso, TX",0044,-106.455227,31.765684999999998
363,2017,49340,"Worcester, MA-CT",0023,-71.794322,42.263954999999996
364,2017,49340,"Worcester, MA-CT",0024,-71.619399,42.099699
