,combined_id,2007.mean,2007.stdev,2008.mean,2008.stdev,2009.mean,2009.stdev,2010.mean,2010.stdev,2011.mean,2011.stdev,2012.mean,2012.stdev,2013.mean,2013.stdev,2014.mean,2014.stdev,2015.mean,2015.stdev,2016.mean,2016.stdev,2017.mean,2017.stdev,2018.mean,2018.stdev
419,16980.epa.17.031.4201.88502,13.611099999999999,8.558493499999999,11.4007985,6.431720499999999,10.282053999999999,5.953955,10.608121,6.0146809999999995,10.918074,5.8216525,10.682703499999999,5.8092945,9.020290500000002,4.946299,10.1277395,5.084597499999999,10.528981,5.9760349999999995,9.258419,3.460101,,,,
420,16980.epa.17.031.4201.68105,11.304708999999999,11.074510499999999,9.348683999999999,10.8070555,4.043277499999999,5.1641565,6.7239495,5.737026,10.685593,5.2782659999999995,8.2817225,6.526515,2.1152656666666676,7.63382,5.937037,12.416495999999999,11.514151,11.299629,4.052632,8.189899,,,,
421,16980.epa.17.031.6005.68105,14.470296999999999,11.770059999999999,14.261856,10.624063,11.791818,10.269506999999999,13.410091999999999,11.483094999999999,12.772566,10.756902,13.700909,10.064421,8.948649,11.490331999999999,7.504651,12.612841999999999,12.014286,10.09809,2.83,8.866798,,,,
422,16980.epa.17.031.6006.88502,13.923362,7.311617,14.007691999999999,6.781654,13.313429,7.18513,14.054875,6.915093,12.52905,5.971773,11.268538999999999,4.684102,9.466154,4.051901,,,,,,,,,,
423,16980.epa.17.043.4002.88502,13.333818999999998,7.180177,11.9100285,6.935243,12.3448435,6.453930999999999,12.3081505,6.510083,12.196994,5.476832999999999,10.043685499999999,5.0169595000000005,9.7586495,4.524848499999999,9.568292999999999,5.303604,,,,,,,,
424,16980.epa.17.043.4002.68105,11.401995,11.8424675,11.2457275,11.7366205,6.029999999999999,5.4811325,11.80339,11.437189,10.849179999999999,11.384998999999999,12.942105,10.961621,9.436,5.9311925,4.293826999999999,12.091560999999999,12.081197,11.041699,3.4135139999999997,9.497753,,,,
425,34500.epa.17.065.0002.88502,14.210996999999999,6.611173,,,,,,,,,,,,,,,,,,,,,,
426,34500.epa.17.065.0002.68105,13.653191,10.757684,14.621153999999999,8.811252999999999,15.267925,11.086751999999999,16.184483,10.983732999999999,17.143636,11.335927,17.701961,8.552648,,,,,,,,,,,,
427,41180.epa.17.083.1001.68105,14.985714,10.948763999999999,12.285713999999999,10.354313,12.690741,10.513176999999999,13.0,10.93208,13.575472,11.492605,14.547058999999999,10.414842,15.829167,10.167055999999999,8.774073999999999,11.415491,13.368696,10.588360999999999,6.9175,8.101816,,,,
428,16980.epa.17.089.0003.68105,12.798276,10.961039,11.032202999999999,11.094367,10.285245999999999,10.271673999999999,12.081966999999999,10.882088,11.669492,10.799477,13.131148,10.172423,10.739393999999999,11.182108999999999,8.578688999999999,12.127215999999999,11.903191,11.433100999999999,2.629412,8.642128,,,,
429,16980.epa.17.089.0007.68105,11.896296,11.933842,9.32807,11.509651,9.564407,10.792091,10.943102999999999,11.770244,10.82807,11.878594,12.580701999999999,11.347678,9.354902,13.919286,6.142105,13.502685,11.259483,11.217571,4.313158,9.279975,,,,
430,16980.epa.17.097.1007.68105,9.411667,11.37291,7.732787,10.464125,7.084211,10.416587,9.065574,10.708219,,,,,,,,,,,,,,,,
431,36860.epa.17.099.0007.88502,12.028895,6.152337999999999,9.802465999999999,4.5508809999999995,10.063407999999999,4.8066569999999995,9.416667,5.377484,,,,,,,,,,,,,,,,
432,36860.epa.17.099.0007.68105,12.220175,11.839846999999999,12.043519,11.016345,10.193102999999999,11.372703999999999,11.278182,13.503919999999999,,,,,,,,,,,,,,,,
433,16980.epa.17.111.0001.68105,11.775,11.622414,11.287037,10.907933,9.512500000000001,10.842626,10.738938,11.29402,9.033628,10.826972,12.616522,11.042064,6.146875,12.054295,5.0690479999999996,13.574824,13.806000000000001,9.370305,3.2750000000000004,7.200142,,,,
434,16980.epa.17.111.0001.88502,12.209904,6.861501,9.448094,5.584645999999999,10.501863,6.104959,9.623846,5.590406,12.034877,5.493304999999999,10.720849,5.218723,8.685483999999999,5.126688,8.875097,3.9207379999999996,10.235241,4.761311,7.80858,3.246082,8.005182999999999,3.7773109999999996,8.587342,4.360155
435,14060.epa.17.113.2003.68105,13.266667,11.200588999999999,10.331579,11.418144999999999,10.075861999999999,10.67213,12.181197,11.315978,12.106957,10.809699,13.487273,9.750579,,,,,,,,,,,,
436,19500.epa.17.115.0013.88502,13.720257499999999,7.368662,9.4375,5.008068,10.48697,4.900429,12.646,5.4733019999999994,11.495277999999999,4.718553,9.498866999999999,4.247479,8.32284,4.290363,8.303438,4.982184999999999,8.353988,4.606033,8.881656999999999,2.804229,7.979412,2.034486,,
437,19500.epa.17.115.0013.68105,14.606093,11.2005275,12.145762999999999,10.920675,11.508474999999999,10.406269,13.111765,11.78254,12.930909,11.417788,13.912068999999999,9.966084,10.625423999999999,11.809092999999999,6.925000000000001,12.668897999999999,13.411864,10.734347999999999,5.361905,8.225781,,,,
438,41180.epa.17.119.0024.68105,12.487857,9.201295,14.277156999999999,11.2138445,10.8523915,11.570736499999999,11.2872725,8.133733,11.652935,9.746471499999998,12.054347999999997,8.323223500000001,14.247908333333333,12.022566,7.134484666666666,8.203446,15.209064,9.056868666666666,15.388889,6.312396666666666,12.65,2.192031,,
439,41180.epa.17.119.0024.88502,15.292857,5.927441,14.054717,6.8858429999999995,9.989830999999999,3.8651269999999998,14.672727,6.357190999999999,14.105455,7.279408,11.563635999999999,6.284496,,,14.396,6.625738,,,,,,,,
440,41180.epa.17.119.1007.68105,14.461110999999999,11.389655999999999,14.002082999999999,10.340681,14.473700000000001,10.264253,15.477545,12.188549,15.401714,11.416212999999999,16.313803999999998,10.434471,12.463135000000001,10.480325,10.511934,11.3807005,17.181049,10.3169705,9.5030555,8.116489999999999,,,,
441,41180.epa.17.119.2009.68105,14.7881805,11.4337015,12.807272999999999,11.710835,12.515,10.332436999999999,14.150877,11.144506999999999,13.870909,11.372817999999999,15.625926,9.564344,14.266667,10.738446999999999,9.422727,11.532893,14.082142999999999,10.257981,6.710255999999999,8.399524,,,,
442,41180.epa.17.119.2009.88502,15.155882,8.172466,,,,,,,,,,,,,,,,,,,,,,
443,41180.epa.17.119.3007.68105,15.281416,10.714955999999999,14.409564999999999,11.111618,12.856198,9.929803,14.683,11.778974999999999,12.676316,11.573217,16.133929,9.994472,13.238462,11.766784,9.515,11.55112,14.482455999999999,10.367804999999999,7.912820999999999,8.167174,,,,
444,37900.epa.17.143.0037.88502,13.421451999999999,6.648155999999999,12.240667,5.680396,10.628079999999999,4.2606139999999995,12.225748999999999,5.564651,12.794169,4.945495,10.557101999999999,4.570593,10.005201999999999,4.06238,9.820598,4.521147,10.581818,4.318067,8.727761,3.197656,9.12471,3.4458499999999996,,
445,37900.epa.17.143.0037.68105,12.766086999999999,12.357325,11.647458,11.656675,11.874782999999999,10.584297,13.090909,11.515837,12.87563,10.709895,14.818966,10.052012,5.710294,6.7296165,7.96,13.23102,13.564912,11.038528,5.04,7.222873,,,,
446,19340.epa.17.161.3002.68105,12.303773999999999,12.244417,10.521053,11.732567,9.885185,10.941153,12.06875,10.574461,12.372414,12.627507999999999,13.810908999999999,10.979284999999999,11.659550999999999,12.060827999999999,4.935714,12.469581,11.051961,11.234034,1.993939,8.940460999999999,,,,
447,41180.epa.17.163.0010.68105,16.005454999999998,12.564122999999999,12.898076999999999,10.964461,13.964,9.226332,13.834615,11.299781,14.470588,11.010437,15.061817999999999,9.154224,13.815686,11.94148,12.092105,11.931163,13.877778,10.492543,9.326316,7.891546,,,,
